franquia,cidade,cadastro,referencia,clientes_ativos
FR169,MONTES CLAROS,2005-05-01,2021-01-01,882.0
FR169,MONTES CLAROS,2005-05-01,2019-12-01,
FR169,MONTES CLAROS,2005-05-01,2019-11-01,
FR169,MONTES CLAROS,2005-05-01,2019-10-01,
FR169,MONTES CLAROS,2005-05-01,2019-09-01,
FR169,MONTES CLAROS,2005-05-01,2019-08-01,525.0
FR169,MONTES CLAROS,2005-05-01,2019-07-01,390.0
FR169,MONTES CLAROS,2005-05-01,2019-06-01,438.0
FR169,MONTES CLAROS,2005-05-01,2019-05-01,429.0
FR169,MONTES CLAROS,2005-05-01,2019-04-01,459.0
FR169,MONTES CLAROS,2005-05-01,2019-03-01,495.0
FR169,MONTES CLAROS,2005-05-01,2019-02-01,573.0
FR169,MONTES CLAROS,2005-05-01,2019-01-01,66.0
FR168,MOGI GUACU,2020-11-01,2021-08-01,480.0
FR168,MOGI GUACU,2020-11-01,2021-07-01,564.0
FR168,MOGI GUACU,2020-11-01,2021-06-01,588.0
FR168,MOGI GUACU,2020-11-01,2021-05-01,1254.0
FR168,MOGI GUACU,2020-11-01,2021-04-01,924.0
FR168,MOGI GUACU,2020-11-01,2021-03-01,837.0
FR168,MOGI GUACU,2020-11-01,2021-02-01,1056.0
FR168,MOGI GUACU,2020-11-01,2021-01-01,765.0
FR167,MOGI DAS CRUZES,2010-03-01,2021-08-01,1260.0
FR167,MOGI DAS CRUZES,2010-03-01,2021-07-01,1350.0
FR167,MOGI DAS CRUZES,2010-03-01,2021-06-01,1350.0
FR167,MOGI DAS CRUZES,2010-03-01,2021-05-01,1149.0
FR167,MOGI DAS CRUZES,2010-03-01,2021-04-01,1179.0
FR167,MOGI DAS CRUZES,2010-03-01,2021-03-01,1056.0
FR167,MOGI DAS CRUZES,2010-03-01,2021-02-01,1215.0
FR167,MOGI DAS CRUZES,2010-03-01,2021-01-01,1374.0
FR167,MOGI DAS CRUZES,2010-03-01,2019-12-01,
FR167,MOGI DAS CRUZES,2010-03-01,2019-11-01,
FR167,MOGI DAS CRUZES,2010-03-01,2019-10-01,
FR167,MOGI DAS CRUZES,2010-03-01,2019-09-01,
FR167,MOGI DAS CRUZES,2010-03-01,2019-08-01,729.0
FR167,MOGI DAS CRUZES,2010-03-01,2019-07-01,648.0
FR167,MOGI DAS CRUZES,2010-03-01,2019-06-01,528.0
FR167,MOGI DAS CRUZES,2010-03-01,2019-05-01,795.0
FR167,MOGI DAS CRUZES,2010-03-01,2019-04-01,810.0
FR167,MOGI DAS CRUZES,2010-03-01,2019-03-01,753.0
FR167,MOGI DAS CRUZES,2010-03-01,2019-02-01,624.0
FR167,MOGI DAS CRUZES,2010-03-01,2019-01-01,177.0
FR166,MOCOCA,2021-01-01,2021-08-01,693.0
FR166,MOCOCA,2021-01-01,2021-07-01,798.0
FR166,MOCOCA,2021-01-01,2021-06-01,783.0
FR166,MOCOCA,2021-01-01,2021-05-01,804.0
FR166,MOCOCA,2021-01-01,2021-04-01,1107.0
FR166,MOCOCA,2021-01-01,2021-03-01,1137.0
FR166,MOCOCA,2021-01-01,2021-02-01,942.0
FR166,MOCOCA,2021-01-01,2021-01-01,417.0
FR165,MAUA,2016-08-01,2021-08-01,852.0
FR165,MAUA,2016-08-01,2021-07-01,1041.0
FR165,MAUA,2016-08-01,2021-06-01,1146.0
FR165,MAUA,2016-08-01,2021-05-01,930.0
FR165,MAUA,2016-08-01,2021-04-01,762.0
FR165,MAUA,2016-08-01,2021-03-01,735.0
FR165,MAUA,2016-08-01,2021-02-01,933.0
FR165,MAUA,2016-08-01,2021-01-01,1110.0
FR165,MAUA,2016-08-01,2019-12-01,
FR165,MAUA,2016-08-01,2019-11-01,
FR165,MAUA,2016-08-01,2019-10-01,
FR165,MAUA,2016-08-01,2019-09-01,
FR165,MAUA,2016-08-01,2019-08-01,1248.0
FR165,MAUA,2016-08-01,2019-07-01,1221.0
FR165,MAUA,2016-08-01,2019-06-01,1041.0
FR165,MAUA,2016-08-01,2019-05-01,1113.0
FR165,MAUA,2016-08-01,2019-04-01,1209.0
FR165,MAUA,2016-08-01,2019-03-01,1206.0
FR165,MAUA,2016-08-01,2019-02-01,1116.0
FR165,MAUA,2016-08-01,2019-01-01,111.0
FR164,MARINGA,2017-09-01,2021-08-01,1962.0
FR164,MARINGA,2017-09-01,2021-07-01,2436.0
FR164,MARINGA,2017-09-01,2021-06-01,2511.0
FR164,MARINGA,2017-09-01,2021-05-01,2781.0
FR164,MARINGA,2017-09-01,2021-04-01,3423.0
FR164,MARINGA,2017-09-01,2021-03-01,2325.0
FR164,MARINGA,2017-09-01,2021-02-01,2286.0
FR164,MARINGA,2017-09-01,2021-01-01,2196.0
FR164,MARINGA,2017-09-01,2019-12-01,
FR164,MARINGA,2017-09-01,2019-11-01,
FR164,MARINGA,2017-09-01,2019-10-01,
FR164,MARINGA,2017-09-01,2019-09-01,
FR164,MARINGA,2017-09-01,2019-08-01,1830.0
FR164,MARINGA,2017-09-01,2019-07-01,1782.0
FR164,MARINGA,2017-09-01,2019-06-01,1728.0
FR164,MARINGA,2017-09-01,2019-05-01,1791.0
FR164,MARINGA,2017-09-01,2019-04-01,1815.0
FR164,MARINGA,2017-09-01,2019-03-01,1905.0
FR164,MARINGA,2017-09-01,2019-02-01,1881.0
FR164,MARINGA,2017-09-01,2019-01-01,162.0
FR163,MARILIA,2009-06-01,2021-08-01,345.0
FR163,MARILIA,2009-06-01,2021-07-01,570.0
FR163,MARILIA,2009-06-01,2021-06-01,690.0
FR163,MARILIA,2009-06-01,2021-05-01,645.0
FR163,MARILIA,2009-06-01,2021-04-01,732.0
FR163,MARILIA,2009-06-01,2021-03-01,660.0
FR163,MARILIA,2009-06-01,2021-02-01,711.0
FR163,MARILIA,2009-06-01,2021-01-01,672.0
FR163,MARILIA,2009-06-01,2019-12-01,
FR163,MARILIA,2009-06-01,2019-11-01,
FR163,MARILIA,2009-06-01,2019-10-01,
FR163,MARILIA,2009-06-01,2019-09-01,
FR163,MARILIA,2009-06-01,2019-08-01,708.0
FR163,MARILIA,2009-06-01,2019-07-01,468.0
FR163,MARILIA,2009-06-01,2019-06-01,435.0
FR163,MARILIA,2009-06-01,2019-05-01,564.0
FR163,MARILIA,2009-06-01,2019-04-01,531.0
FR163,MARILIA,2009-06-01,2019-03-01,567.0
FR163,MARILIA,2009-06-01,2019-02-01,660.0
FR163,MARILIA,2009-06-01,2019-01-01,171.0
FR162,MARICA,2016-11-01,2021-08-01,1734.0
FR162,MARICA,2016-11-01,2021-07-01,1833.0
FR162,MARICA,2016-11-01,2021-06-01,1824.0
FR162,MARICA,2016-11-01,2021-05-01,1941.0
FR162,MARICA,2016-11-01,2021-04-01,1704.0
FR162,MARICA,2016-11-01,2021-03-01,1782.0
FR162,MARICA,2016-11-01,2021-02-01,1002.0
FR162,MARICA,2016-11-01,2021-01-01,1194.0
FR161,MARACANAU,2012-04-01,2021-08-01,753.0
FR161,MARACANAU,2012-04-01,2021-07-01,990.0
FR161,MARACANAU,2012-04-01,2021-06-01,1053.0
FR161,MARACANAU,2012-04-01,2021-05-01,1209.0
FR161,MARACANAU,2012-04-01,2021-04-01,1137.0
FR161,MARACANAU,2012-04-01,2021-03-01,804.0
FR161,MARACANAU,2012-04-01,2021-02-01,741.0
FR161,MARACANAU,2012-04-01,2021-01-01,852.0
FR161,MARACANAU,2012-04-01,2019-12-01,
FR161,MARACANAU,2012-04-01,2019-11-01,
FR161,MARACANAU,2012-04-01,2019-10-01,
FR161,MARACANAU,2012-04-01,2019-09-01,
FR161,MARACANAU,2012-04-01,2019-08-01,1029.0
FR161,MARACANAU,2012-04-01,2019-07-01,840.0
FR161,MARACANAU,2012-04-01,2019-06-01,555.0
FR161,MARACANAU,2012-04-01,2019-05-01,696.0
FR161,MARACANAU,2012-04-01,2019-04-01,450.0
FR161,MARACANAU,2012-04-01,2019-03-01,396.0
FR161,MARACANAU,2012-04-01,2019-02-01,582.0
FR161,MARACANAU,2012-04-01,2019-01-01,36.0
FR160,MARABA,2018-10-01,2021-08-01,1005.0
FR160,MARABA,2018-10-01,2021-07-01,909.0
FR160,MARABA,2018-10-01,2021-06-01,1068.0
FR160,MARABA,2018-10-01,2021-05-01,972.0
FR160,MARABA,2018-10-01,2021-04-01,996.0
FR160,MARABA,2018-10-01,2021-03-01,852.0
FR160,MARABA,2018-10-01,2021-02-01,810.0
FR160,MARABA,2018-10-01,2021-01-01,1155.0
FR160,MARABA,2018-10-01,2019-12-01,
FR160,MARABA,2018-10-01,2019-11-01,
FR160,MARABA,2018-10-01,2019-10-01,
FR160,MARABA,2018-10-01,2019-09-01,
FR160,MARABA,2018-10-01,2019-08-01,594.0
FR160,MARABA,2018-10-01,2019-07-01,723.0
FR160,MARABA,2018-10-01,2019-06-01,660.0
FR160,MARABA,2018-10-01,2019-05-01,714.0
FR160,MARABA,2018-10-01,2019-04-01,612.0
FR160,MARABA,2018-10-01,2019-03-01,261.0
FR160,MARABA,2018-10-01,2019-02-01,0.0
FR160,MARABA,2018-10-01,2019-01-01,0.0
FR159,MANHUACU,2019-01-01,2021-08-01,0.0
FR159,MANHUACU,2019-01-01,2021-07-01,54.0
FR159,MANHUACU,2019-01-01,2021-06-01,15.0
FR159,MANHUACU,2019-01-01,2021-05-01,45.0
FR159,MANHUACU,2019-01-01,2021-04-01,33.0
FR159,MANHUACU,2019-01-01,2021-03-01,36.0
FR159,MANHUACU,2019-01-01,2021-02-01,27.0
FR159,MANHUACU,2019-01-01,2021-01-01,24.0
FR159,MANHUACU,2019-01-01,2019-12-01,
FR159,MANHUACU,2019-01-01,2019-11-01,
FR159,MANHUACU,2019-01-01,2019-10-01,
FR159,MANHUACU,2019-01-01,2019-09-01,
FR159,MANHUACU,2019-01-01,2019-08-01,42.0
FR159,MANHUACU,2019-01-01,2019-07-01,48.0
FR159,MANHUACU,2019-01-01,2019-06-01,12.0
FR159,MANHUACU,2019-01-01,2019-05-01,27.0
FR159,MANHUACU,2019-01-01,2019-04-01,51.0
FR159,MANHUACU,2019-01-01,2019-03-01,36.0
FR159,MANHUACU,2019-01-01,2019-02-01,21.0
FR159,MANHUACU,2019-01-01,2019-01-01,45.0
FR158,MANAUS,2017-10-01,2021-08-01,2214.0
FR158,MANAUS,2017-10-01,2021-07-01,2343.0
FR158,MANAUS,2017-10-01,2021-06-01,1740.0
FR158,MANAUS,2017-10-01,2021-05-01,1950.0
FR158,MANAUS,2017-10-01,2021-04-01,2169.0
FR158,MANAUS,2017-10-01,2021-03-01,2346.0
FR158,MANAUS,2017-10-01,2021-02-01,1854.0
FR158,MANAUS,2017-10-01,2021-01-01,1620.0
FR158,MANAUS,2017-10-01,2019-12-01,
FR158,MANAUS,2017-10-01,2019-11-01,
FR158,MANAUS,2017-10-01,2019-10-01,
FR158,MANAUS,2017-10-01,2019-09-01,
FR158,MANAUS,2017-10-01,2019-08-01,2001.0
FR158,MANAUS,2017-10-01,2019-07-01,2250.0
FR158,MANAUS,2017-10-01,2019-06-01,1740.0
FR158,MANAUS,2017-10-01,2019-05-01,1737.0
FR158,MANAUS,2017-10-01,2019-04-01,1665.0
FR158,MANAUS,2017-10-01,2019-03-01,1656.0
FR158,MANAUS,2017-10-01,2019-02-01,1650.0
FR158,MANAUS,2017-10-01,2019-01-01,30.0
FR157,MANAUS,2018-06-01,2021-08-01,2004.0
FR157,MANAUS,2018-06-01,2021-07-01,2181.0
FR157,MANAUS,2018-06-01,2021-06-01,2409.0
FR157,MANAUS,2018-06-01,2021-05-01,2919.0
FR157,MANAUS,2018-06-01,2021-04-01,3348.0
FR157,MANAUS,2018-06-01,2021-03-01,3042.0
FR157,MANAUS,2018-06-01,2021-02-01,2241.0
FR157,MANAUS,2018-06-01,2021-01-01,1776.0
FR157,MANAUS,2018-06-01,2019-12-01,
FR157,MANAUS,2018-06-01,2019-11-01,
FR157,MANAUS,2018-06-01,2019-10-01,
FR157,MANAUS,2018-06-01,2019-09-01,
FR157,MANAUS,2018-06-01,2019-08-01,1131.0
FR157,MANAUS,2018-06-01,2019-07-01,939.0
FR157,MANAUS,2018-06-01,2019-06-01,645.0
FR157,MANAUS,2018-06-01,2019-05-01,714.0
FR157,MANAUS,2018-06-01,2019-04-01,579.0
FR157,MANAUS,2018-06-01,2019-03-01,600.0
FR157,MANAUS,2018-06-01,2019-02-01,369.0
FR157,MANAUS,2018-06-01,2019-01-01,12.0
FR156,MAGE,2010-05-01,2021-08-01,714.0
FR156,MAGE,2010-05-01,2021-07-01,960.0
FR156,MAGE,2010-05-01,2021-06-01,960.0
FR156,MAGE,2010-05-01,2021-05-01,840.0
FR156,MAGE,2010-05-01,2021-04-01,972.0
FR156,MAGE,2010-05-01,2021-03-01,792.0
FR156,MAGE,2010-05-01,2021-02-01,546.0
FR156,MAGE,2010-05-01,2021-01-01,753.0
FR156,MAGE,2010-05-01,2019-12-01,
FR156,MAGE,2010-05-01,2019-11-01,
FR156,MAGE,2010-05-01,2019-10-01,
FR156,MAGE,2010-05-01,2019-09-01,
FR156,MAGE,2010-05-01,2019-08-01,300.0
FR156,MAGE,2010-05-01,2019-07-01,273.0
FR156,MAGE,2010-05-01,2019-06-01,285.0
FR156,MAGE,2010-05-01,2019-05-01,312.0
FR156,MAGE,2010-05-01,2019-04-01,360.0
FR156,MAGE,2010-05-01,2019-03-01,273.0
FR156,MAGE,2010-05-01,2019-02-01,225.0
FR156,MAGE,2010-05-01,2019-01-01,9.0
FR155,MACEIO,2020-07-01,2021-08-01,987.0
FR155,MACEIO,2020-07-01,2021-07-01,1212.0
FR155,MACEIO,2020-07-01,2021-06-01,1527.0
FR155,MACEIO,2020-07-01,2021-05-01,1377.0
FR155,MACEIO,2020-07-01,2021-04-01,909.0
FR155,MACEIO,2020-07-01,2021-03-01,516.0
FR155,MACEIO,2020-07-01,2021-02-01,570.0
FR155,MACEIO,2020-07-01,2021-01-01,957.0
FR154,MACEIO,2019-05-01,2021-08-01,1698.0
FR154,MACEIO,2019-05-01,2021-07-01,2280.0
FR154,MACEIO,2019-05-01,2021-06-01,1977.0
FR154,MACEIO,2019-05-01,2021-05-01,1995.0
FR154,MACEIO,2019-05-01,2021-04-01,1665.0
FR154,MACEIO,2019-05-01,2021-03-01,1107.0
FR154,MACEIO,2019-05-01,2021-02-01,1056.0
FR154,MACEIO,2019-05-01,2021-01-01,1512.0
FR154,MACEIO,2019-05-01,2019-12-01,
FR154,MACEIO,2019-05-01,2019-11-01,
FR154,MACEIO,2019-05-01,2019-10-01,
FR154,MACEIO,2019-05-01,2019-09-01,
FR154,MACEIO,2019-05-01,2019-08-01,546.0
FR154,MACEIO,2019-05-01,2019-07-01,465.0
FR154,MACEIO,2019-05-01,2019-06-01,297.0
FR154,MACEIO,2019-05-01,2019-05-01,213.0
FR153,MACAPA,2018-07-01,2021-08-01,1158.0
FR153,MACAPA,2018-07-01,2021-07-01,1683.0
FR153,MACAPA,2018-07-01,2021-06-01,1542.0
FR153,MACAPA,2018-07-01,2021-05-01,1554.0
FR153,MACAPA,2018-07-01,2021-04-01,2187.0
FR153,MACAPA,2018-07-01,2021-03-01,1011.0
FR153,MACAPA,2018-07-01,2021-02-01,1134.0
FR153,MACAPA,2018-07-01,2021-01-01,1296.0
FR153,MACAPA,2018-07-01,2019-12-01,
FR153,MACAPA,2018-07-01,2019-11-01,
FR153,MACAPA,2018-07-01,2019-10-01,
FR153,MACAPA,2018-07-01,2019-09-01,
FR153,MACAPA,2018-07-01,2019-08-01,300.0
FR153,MACAPA,2018-07-01,2019-07-01,279.0
FR153,MACAPA,2018-07-01,2019-06-01,219.0
FR153,MACAPA,2018-07-01,2019-05-01,276.0
FR153,MACAPA,2018-07-01,2019-04-01,285.0
FR153,MACAPA,2018-07-01,2019-03-01,0.0
FR153,MACAPA,2018-07-01,2019-02-01,0.0
FR153,MACAPA,2018-07-01,2019-01-01,0.0
FR152,MACAE,2011-05-01,2021-08-01,786.0
FR152,MACAE,2011-05-01,2021-07-01,1194.0
FR152,MACAE,2011-05-01,2021-06-01,1251.0
FR152,MACAE,2011-05-01,2021-05-01,1464.0
FR152,MACAE,2011-05-01,2021-04-01,1038.0
FR152,MACAE,2011-05-01,2021-03-01,1179.0
FR152,MACAE,2011-05-01,2021-02-01,1188.0
FR152,MACAE,2011-05-01,2021-01-01,1029.0
FR152,MACAE,2011-05-01,2019-12-01,
FR152,MACAE,2011-05-01,2019-11-01,
FR152,MACAE,2011-05-01,2019-10-01,
FR152,MACAE,2011-05-01,2019-09-01,
FR152,MACAE,2011-05-01,2019-08-01,327.0
FR152,MACAE,2011-05-01,2019-07-01,276.0
FR152,MACAE,2011-05-01,2019-06-01,261.0
FR152,MACAE,2011-05-01,2019-05-01,306.0
FR152,MACAE,2011-05-01,2019-04-01,282.0
FR152,MACAE,2011-05-01,2019-03-01,210.0
FR152,MACAE,2011-05-01,2019-02-01,363.0
FR152,MACAE,2011-05-01,2019-01-01,72.0
FR151,LONDRINA,2017-10-01,2021-08-01,1080.0
FR151,LONDRINA,2017-10-01,2021-07-01,1167.0
FR151,LONDRINA,2017-10-01,2021-06-01,1059.0
FR151,LONDRINA,2017-10-01,2021-05-01,1164.0
FR151,LONDRINA,2017-10-01,2021-04-01,1242.0
FR151,LONDRINA,2017-10-01,2021-03-01,1353.0
FR151,LONDRINA,2017-10-01,2021-02-01,855.0
FR151,LONDRINA,2017-10-01,2021-01-01,1473.0
FR151,LONDRINA,2017-10-01,2019-12-01,
FR151,LONDRINA,2017-10-01,2019-11-01,
FR151,LONDRINA,2017-10-01,2019-10-01,
FR151,LONDRINA,2017-10-01,2019-09-01,
FR151,LONDRINA,2017-10-01,2019-08-01,1608.0
FR151,LONDRINA,2017-10-01,2019-07-01,1362.0
FR151,LONDRINA,2017-10-01,2019-06-01,1077.0
FR151,LONDRINA,2017-10-01,2019-05-01,1479.0
FR151,LONDRINA,2017-10-01,2019-04-01,1293.0
FR151,LONDRINA,2017-10-01,2019-03-01,1218.0
FR151,LONDRINA,2017-10-01,2019-02-01,1140.0
FR151,LONDRINA,2017-10-01,2019-01-01,105.0
FR150,LINS,2020-03-01,2021-08-01,564.0
FR150,LINS,2020-03-01,2021-07-01,582.0
FR150,LINS,2020-03-01,2021-06-01,477.0
FR150,LINS,2020-03-01,2021-05-01,405.0
FR150,LINS,2020-03-01,2021-04-01,453.0
FR150,LINS,2020-03-01,2021-03-01,255.0
FR150,LINS,2020-03-01,2021-02-01,345.0
FR150,LINS,2020-03-01,2021-01-01,453.0
FR149,LINHARES,2009-09-01,2021-08-01,681.0
FR149,LINHARES,2009-09-01,2021-07-01,828.0
FR149,LINHARES,2009-09-01,2021-06-01,786.0
FR149,LINHARES,2009-09-01,2021-05-01,735.0
FR149,LINHARES,2009-09-01,2021-04-01,693.0
FR149,LINHARES,2009-09-01,2021-03-01,852.0
FR149,LINHARES,2009-09-01,2021-02-01,714.0
FR149,LINHARES,2009-09-01,2021-01-01,846.0
FR149,LINHARES,2009-09-01,2019-12-01,
FR149,LINHARES,2009-09-01,2019-11-01,
FR149,LINHARES,2009-09-01,2019-10-01,
FR149,LINHARES,2009-09-01,2019-09-01,
FR149,LINHARES,2009-09-01,2019-08-01,486.0
FR149,LINHARES,2009-09-01,2019-07-01,384.0
FR149,LINHARES,2009-09-01,2019-06-01,402.0
FR149,LINHARES,2009-09-01,2019-05-01,330.0
FR149,LINHARES,2009-09-01,2019-04-01,225.0
FR149,LINHARES,2009-09-01,2019-03-01,204.0
FR149,LINHARES,2009-09-01,2019-02-01,177.0
FR149,LINHARES,2009-09-01,2019-01-01,27.0
FR148,LIMEIRA,2017-05-01,2021-08-01,342.0
FR148,LIMEIRA,2017-05-01,2021-07-01,312.0
FR148,LIMEIRA,2017-05-01,2021-06-01,315.0
FR148,LIMEIRA,2017-05-01,2021-05-01,330.0
FR148,LIMEIRA,2017-05-01,2021-04-01,252.0
FR148,LIMEIRA,2017-05-01,2021-03-01,567.0
FR148,LIMEIRA,2017-05-01,2021-02-01,642.0
FR148,LIMEIRA,2017-05-01,2021-01-01,522.0
FR148,LIMEIRA,2017-05-01,2019-12-01,
FR148,LIMEIRA,2017-05-01,2019-11-01,
FR148,LIMEIRA,2017-05-01,2019-10-01,
FR148,LIMEIRA,2017-05-01,2019-09-01,
FR148,LIMEIRA,2017-05-01,2019-08-01,339.0
FR148,LIMEIRA,2017-05-01,2019-07-01,294.0
FR148,LIMEIRA,2017-05-01,2019-06-01,279.0
FR148,LIMEIRA,2017-05-01,2019-05-01,360.0
FR148,LIMEIRA,2017-05-01,2019-04-01,267.0
FR148,LIMEIRA,2017-05-01,2019-03-01,111.0
FR148,LIMEIRA,2017-05-01,2019-02-01,72.0
FR148,LIMEIRA,2017-05-01,2019-01-01,132.0
FR147,LEME,2021-01-01,2021-08-01,384.0
FR147,LEME,2021-01-01,2021-07-01,468.0
FR147,LEME,2021-01-01,2021-06-01,537.0
FR147,LEME,2021-01-01,2021-05-01,771.0
FR147,LEME,2021-01-01,2021-04-01,609.0
FR147,LEME,2021-01-01,2021-03-01,312.0
FR147,LEME,2021-01-01,2021-02-01,186.0
FR147,LEME,2021-01-01,2021-01-01,99.0
FR146,LAURO DE FREITAS,2018-08-01,2021-08-01,1824.0
FR146,LAURO DE FREITAS,2018-08-01,2021-07-01,2796.0
FR146,LAURO DE FREITAS,2018-08-01,2021-06-01,2259.0
FR146,LAURO DE FREITAS,2018-08-01,2021-05-01,1851.0
FR146,LAURO DE FREITAS,2018-08-01,2021-04-01,1596.0
FR146,LAURO DE FREITAS,2018-08-01,2021-03-01,1704.0
FR146,LAURO DE FREITAS,2018-08-01,2021-02-01,1710.0
FR146,LAURO DE FREITAS,2018-08-01,2021-01-01,1227.0
FR146,LAURO DE FREITAS,2018-08-01,2019-12-01,
FR146,LAURO DE FREITAS,2018-08-01,2019-11-01,
FR146,LAURO DE FREITAS,2018-08-01,2019-10-01,
FR146,LAURO DE FREITAS,2018-08-01,2019-09-01,
FR146,LAURO DE FREITAS,2018-08-01,2019-08-01,1320.0
FR146,LAURO DE FREITAS,2018-08-01,2019-07-01,1074.0
FR146,LAURO DE FREITAS,2018-08-01,2019-06-01,564.0
FR146,LAURO DE FREITAS,2018-08-01,2019-05-01,828.0
FR146,LAURO DE FREITAS,2018-08-01,2019-04-01,642.0
FR146,LAURO DE FREITAS,2018-08-01,2019-03-01,558.0
FR146,LAURO DE FREITAS,2018-08-01,2019-02-01,738.0
FR146,LAURO DE FREITAS,2018-08-01,2019-01-01,15.0
FR145,LAJEADO,2021-01-01,2021-08-01,405.0
FR145,LAJEADO,2021-01-01,2021-07-01,546.0
FR145,LAJEADO,2021-01-01,2021-06-01,333.0
FR145,LAJEADO,2021-01-01,2021-05-01,342.0
FR145,LAJEADO,2021-01-01,2021-04-01,468.0
FR145,LAJEADO,2021-01-01,2021-03-01,585.0
FR145,LAJEADO,2021-01-01,2021-02-01,387.0
FR145,LAJEADO,2021-01-01,2021-01-01,180.0
FR144,LAGES,2020-06-01,2021-08-01,1467.0
FR144,LAGES,2020-06-01,2021-07-01,1329.0
FR144,LAGES,2020-06-01,2021-06-01,1167.0
FR144,LAGES,2020-06-01,2021-05-01,1140.0
FR144,LAGES,2020-06-01,2021-04-01,936.0
FR144,LAGES,2020-06-01,2021-03-01,693.0
FR144,LAGES,2020-06-01,2021-02-01,1080.0
FR144,LAGES,2020-06-01,2021-01-01,1233.0
FR143,JUNDIAI,2009-04-01,2021-08-01,522.0
FR143,JUNDIAI,2009-04-01,2021-07-01,489.0
FR143,JUNDIAI,2009-04-01,2021-06-01,576.0
FR143,JUNDIAI,2009-04-01,2021-05-01,594.0
FR143,JUNDIAI,2009-04-01,2021-04-01,657.0
FR143,JUNDIAI,2009-04-01,2021-03-01,516.0
FR143,JUNDIAI,2009-04-01,2021-02-01,669.0
FR143,JUNDIAI,2009-04-01,2021-01-01,741.0
FR143,JUNDIAI,2009-04-01,2019-12-01,
FR143,JUNDIAI,2009-04-01,2019-11-01,
FR143,JUNDIAI,2009-04-01,2019-10-01,
FR143,JUNDIAI,2009-04-01,2019-09-01,
FR143,JUNDIAI,2009-04-01,2019-08-01,744.0
FR143,JUNDIAI,2009-04-01,2019-07-01,723.0
FR143,JUNDIAI,2009-04-01,2019-06-01,654.0
FR143,JUNDIAI,2009-04-01,2019-05-01,696.0
FR143,JUNDIAI,2009-04-01,2019-04-01,573.0
FR143,JUNDIAI,2009-04-01,2019-03-01,771.0
FR143,JUNDIAI,2009-04-01,2019-02-01,894.0
FR143,JUNDIAI,2009-04-01,2019-01-01,354.0
FR142,JUIZ DE FORA,2004-10-01,2021-08-01,774.0
FR142,JUIZ DE FORA,2004-10-01,2021-07-01,861.0
FR142,JUIZ DE FORA,2004-10-01,2021-06-01,954.0
FR142,JUIZ DE FORA,2004-10-01,2021-05-01,1125.0
FR142,JUIZ DE FORA,2004-10-01,2021-04-01,789.0
FR142,JUIZ DE FORA,2004-10-01,2021-03-01,780.0
FR142,JUIZ DE FORA,2004-10-01,2021-02-01,900.0
FR142,JUIZ DE FORA,2004-10-01,2021-01-01,1188.0
FR142,JUIZ DE FORA,2004-10-01,2019-12-01,
FR142,JUIZ DE FORA,2004-10-01,2019-11-01,
FR142,JUIZ DE FORA,2004-10-01,2019-10-01,
FR142,JUIZ DE FORA,2004-10-01,2019-09-01,
FR142,JUIZ DE FORA,2004-10-01,2019-08-01,798.0
FR142,JUIZ DE FORA,2004-10-01,2019-07-01,459.0
FR142,JUIZ DE FORA,2004-10-01,2019-06-01,213.0
FR142,JUIZ DE FORA,2004-10-01,2019-05-01,255.0
FR142,JUIZ DE FORA,2004-10-01,2019-04-01,246.0
FR142,JUIZ DE FORA,2004-10-01,2019-03-01,165.0
FR142,JUIZ DE FORA,2004-10-01,2019-02-01,204.0
FR142,JUIZ DE FORA,2004-10-01,2019-01-01,21.0
FR141,JUAZEIRO,2019-08-01,2021-08-01,804.0
FR141,JUAZEIRO,2019-08-01,2021-07-01,1005.0
FR141,JUAZEIRO,2019-08-01,2021-05-01,930.0
FR141,JUAZEIRO,2019-08-01,2021-04-01,873.0
FR141,JUAZEIRO,2019-08-01,2021-03-01,948.0
FR141,JUAZEIRO,2019-08-01,2021-02-01,1119.0
FR141,JUAZEIRO,2019-08-01,2021-01-01,1206.0
FR141,JUAZEIRO,2019-08-01,2019-12-01,
FR141,JUAZEIRO,2019-08-01,2019-11-01,
FR141,JUAZEIRO,2019-08-01,2019-10-01,
FR141,JUAZEIRO,2019-08-01,2019-09-01,
FR141,JUAZEIRO,2019-08-01,2019-08-01,414.0
FR140,JOINVILLE,2018-02-01,2021-08-01,1173.0
FR140,JOINVILLE,2018-02-01,2021-07-01,1839.0
FR140,JOINVILLE,2018-02-01,2021-06-01,1389.0
FR140,JOINVILLE,2018-02-01,2021-05-01,1938.0
FR140,JOINVILLE,2018-02-01,2021-04-01,1722.0
FR140,JOINVILLE,2018-02-01,2021-03-01,1581.0
FR140,JOINVILLE,2018-02-01,2021-02-01,1518.0
FR140,JOINVILLE,2018-02-01,2021-01-01,1647.0
FR140,JOINVILLE,2018-02-01,2019-12-01,
FR140,JOINVILLE,2018-02-01,2019-11-01,
FR140,JOINVILLE,2018-02-01,2019-10-01,
FR140,JOINVILLE,2018-02-01,2019-09-01,
FR140,JOINVILLE,2018-02-01,2019-08-01,999.0
FR140,JOINVILLE,2018-02-01,2019-07-01,645.0
FR140,JOINVILLE,2018-02-01,2019-06-01,603.0
FR140,JOINVILLE,2018-02-01,2019-05-01,600.0
FR140,JOINVILLE,2018-02-01,2019-04-01,600.0
FR140,JOINVILLE,2018-02-01,2019-03-01,528.0
FR140,JOINVILLE,2018-02-01,2019-02-01,732.0
